Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
4281,5815,1881,4106,1709,175,-158
3342,3936,1139,3316,620,26,212
3853,4873,1491,3782,1091,71,57
2103,2268,609,2100,168,3,320
4225,8316,4047,444,7872,3781,-44
3709,4499,1332,3670,829,39,153
4028,5187,1614,3918,1269,110,4
2513,2812,779,2508,304,5,278
3842,4733,1418,3794,939,48,96
4140,5490,1747,3992,1498,148,-47
4356,5874,1890,4188,1686,168,-138
4584,7539,2845,3698,3841,886,-513
4513,7639,2959,3442,4197,1071,-492
4353,7997,3371,2510,5487,1843,-416
3332,3915,1130,3310,605,22,226
4281,8226,3692,1684,6542,2597,-311
3588,4412,1319,3548,864,40,145
4175,5530,1762,4012,1518,163,-54
3083,3550,1007,3072,478,11,275
3958,5012,1541,3860,1152,98,41
3923,4901,1486,3858,1043,65,52
3576,4342,1292,3516,826,60,181
3933,4943,1506,3862,1081,71,64
4173,5448,1704,4080,1368,93,-54
4214,5645,1811,4046,1599,168,-88
2499,2771,762,2494,277,5,323
4356,8087,3449,2378,5709,1978,-420
4391,6072,1995,4164,1908,227,-168
4422,7875,3195,2970,4905,1452,-476
4531,7013,2513,3974,3039,557,-415
4078,5207,1608,3982,1225,96,-3
4309,5920,1933,4108,1812,201,-126
3079,3567,1018,3062,505,17,276
1667,1785,476,1666,119,1,265
2068,2233,600,2066,167,2,313
2122,2289,614,2122,167,0,315
4164,5403,1689,4050,1353,114,-48
4591,7061,2528,4010,3051,581,-424
3973,5041,1549,3886,1155,87,37
3964,5013,1534,3890,1123,74,38
4356,8030,3396,2476,5554,1880,-422
4537,7481,2833,3630,3851,907,-482
1594,1665,434,1594,71,0,283
4226,8320,4078,328,7992,3898,-17
4230,8292,3946,800,7492,3430,-123
4242,8287,3903,962,7325,3280,-159
3849,4874,1496,3764,1110,85,72
4478,7681,3014,3306,4375,1172,-488
4365,6016,1979,4116,1900,249,-168
4329,5911,1923,4130,1781,199,-153
4382,8025,3374,2554,5471,1828,-439
4476,7490,2880,3460,4030,1016,-459
3035,3466,977,3024,442,11,282
4497,6680,2317,4092,2588,405,-332
4116,5246,1616,4028,1218,88,-21
4091,5313,1660,3986,1327,105,-19
568,574,145,568,6,0,129
4281,5709,1821,4134,1575,147,-123
4393,8070,3424,2444,5626,1949,-431
4361,8063,3427,2418,5645,1943,-421
4464,7697,3042,3226,4471,1238,-468
4503,6800,2381,4076,2724,427,-366
4305,8175,3607,1922,6253,2383,-349
2873,3264,916,2864,400,9,285
2972,3413,966,2962,451,10,252
4606,7381,2728,3850,3531,756,-481
4538,6753,2353,4094,2659,444,-354
4450,7827,3158,3022,4805,1428,-475
4248,8262,3834,1188,7074,3060,-204
4432,6320,2126,4136,2184,296,-227
4531,6822,2399,4048,2774,483,-358
3728,4577,1367,3686,891,42,142
4422,7924,3245,2868,5056,1554,-473
4478,6576,2258,4120,2456,358,-309
3721,4663,1413,3674,989,47,88
4403,7923,3256,2822,5101,1581,-467
4464,6467,2203,4122,2345,342,-277
2332,2568,702,2328,240,4,309
4061,5308,1664,3960,1348,101,-35
4459,6405,2164,4154,2251,305,-282
4541,7270,2692,3772,3498,769,-451
952,982,253,952,30,0,198
4500,7049,2549,3902,3147,598,-410
3800,4755,1445,3730,1025,70,108
3615,4405,1310,3570,835,45,150
4509,7757,3066,3250,4507,1259,-485
3749,4607,1377,3706,901,43,111
4300,5797,1856,4170,1627,130,-104
3524,4200,1228,3488,712,36,182
4226,5636,1798,4080,1556,146,-83
4322,8189,3608,1946,6243,2376,-360
4239,8292,3930,864,7428,3375,-140
4221,5566,1763,4080,1486,141,-43
4340,6014,1980,4108,1906,232,-161
4248,5604,1777,4100,1504,148,-63
4355,8127,3502,2246,5881,2109,-405
2130,2320,628,2128,192,2,306
3712,4534,1350,3668,866,44,160
2886,3289,927,2870,419,16,266
4484,7434,2821,3584,3850,900,-462
3764,4618,1381,3712,906,52,100
4496,6441,2170,4202,2239,294,-282
4349,6050,1991,4136,1914,213,-202
4409,6195,2063,4138,2057,271,-217
3202,3708,1058,3184,524,18,248
4372,6161,2054,4106,2055,266,-222
3951,5004,1532,3880,1124,71,19
4420,6117,2008,4202,1915,218,-209
4487,6519,2223,4146,2373,341,-303
4376,8046,3394,2516,5530,1860,-436
4532,6962,2491,3960,3002,572,-383
2225,2455,672,2222,233,3,307
4428,7940,3256,2856,5084,1572,-478
4361,8109,3475,2318,5791,2043,-418
4509,6720,2335,4100,2620,409,-338
2278,2501,681,2278,223,0,325
3882,4918,1509,3800,1118,82,75
4248,8288,3865,1116,7172,3132,-198
4029,5190,1609,3944,1246,85,0
4163,5404,1688,4056,1348,107,-39
4517,6888,2435,4036,2852,481,-364
596,608,155,596,12,0,128
80,80,20,80,0,0,19
3773,4704,1424,3712,992,61,112
4374,7998,3356,2572,5426,1802,-427
4520,7646,2952,3484,4162,1036,-500
4270,8225,3741,1486,6739,2784,-261
4522,7327,2730,3734,3593,788,-454
4209,5665,1817,4062,1603,147,-107
4417,6057,1974,4218,1839,199,-202
4515,7146,2608,3860,3286,655,-427
4539,7048,2528,3984,3064,555,-403
3719,4601,1386,3658,943,61,130
4479,6757,2368,4042,2715,437,-349
3539,4256,1252,3504,752,35,177
4417,6045,1973,4198,1847,219,-198
4287,8229,3702,1650,6579,2637,-305
4509,6632,2293,4092,2540,417,-309
4319,5899,1910,4158,1741,161,-158
4438,6370,2157,4112,2258,326,-264
4534,6427,2150,4254,2173,280,-268
3435,4117,1207,3406,711,29,174
2862,3222,897,2856,366,6,279
1482,1573,416,1482,91,0,258
4181,5379,1669,4082,1297,99,-33
4397,5989,1947,4190,1799,207,-166
4538,6743,2343,4114,2629,424,-357
4093,5282,1640,4004,1278,89,-4
3684,4578,1381,3632,946,52,101
4436,7869,3200,2938,4931,1498,-473
4509,6720,2338,4088,2632,421,-339
3508,4224,1246,3464,760,44,222
3725,4594,1380,3668,926,57,121
3183,3760,1089,3164,596,19,218
4411,6325,2134,4114,2211,297,-257
1206,1261,329,1206,55,0,231
454,465,119,454,11,0,103
4069,5289,1653,3966,1323,103,5
4544,7359,2738,3766,3593,778,-463
4249,5518,1733,4104,1414,145,-49
2383,2619,714,2382,237,1,295
4036,5235,1631,3946,1289,90,-5
4456,7647,3000,3294,4353,1162,-467
4492,6594,2271,4104,2490,388,-315
2080,2255,608,2078,177,2,303
4455,6350,2130,4180,2170,275,-258
4457,6510,2234,4084,2426,373,-284
776,792,202,776,16,0,169
4507,6836,2410,4032,2804,475,-371
2517,2819,782,2510,309,7,312
4328,8115,3524,2134,5981,2194,-372
4164,5395,1684,4054,1341,110,-36
4492,6306,2098,4220,2086,272,-254
4226,8313,4043,454,7859,3772,-45
4269,5949,1959,4062,1887,207,-197
4606,7284,2661,3924,3360,682,-472
4184,5439,1700,4078,1361,106,-63
4563,7243,2650,3886,3357,677,-449
4198,5551,1762,4054,1497,144,-82
4267,8232,3741,1500,6732,2767,-271
4503,7141,2609,3846,3295,657,-430
4565,7271,2659,3906,3365,659,-459
4205,5454,1700,4108,1346,97,-53
4315,8134,3557,2040,6094,2275,-359
2728,3101,870,2722,379,6,264
4384,5983,1942,4198,1785,186,-179
2084,2267,613,2082,185,2,311
4539,6573,2236,4202,2371,337,-316
3795,4695,1415,3730,965,65,102
4315,5856,1893,4140,1716,175,-128
654,671,172,654,17,0,147
4424,6076,1982,4224,1852,200,-209
676,682,172,676,6,0,152
2606,2911,805,2602,309,4,332
4540,6586,2251,4168,2418,372,-297
4316,8156,3572,2024,6132,2292,-369
4451,7792,3114,3128,4664,1323,-478
4486,6468,2196,4152,2316,334,-292
1078,1111,286,1078,33,0,213
3316,3898,1128,3284,614,32,212
2151,2307,616,2150,157,1,311
4244,8293,3898,994,7299,3250,-170
4512,6300,2084,4264,2036,248,-258
4557,6934,2450,4068,2866,489,-404
4469,7709,3039,3262,4447,1207,-486
3643,4424,1311,3604,820,39,169
4056,5274,1652,3940,1334,116,-17
4276,8189,3672,1690,6499,2586,-297
3178,3708,1064,3160,548,18,257
1848,1982,529,1848,134,0,286
3613,4404,1309,3572,832,41,153
3416,4068,1187,3388,680,28,205
4231,8308,3954,800,7508,3431,-129
4508,7623,2941,3482,4141,1026,-495
2228,2415,651,2226,189,2,317
4504,7416,2807,3604,3812,900,-460
4516,6783,2380,4046,2737,470,-356
4499,7082,2584,3828,3254,671,-400
4584,7403,2761,3762,3641,822,-465
4328,5943,1938,4134,1809,194,-152
4543,6697,2312,4146,2551,397,-348
4502,6631,2281,4138,2493,364,-320
4337,5973,1956,4122,1851,215,-171
3683,4507,1343,3642,865,41,146
4228,8312,4024,528,7784,3700,-63
4459,7835,3159,3034,4801,1425,-464
2412,2695,745,2410,285,2,313
4083,5358,1687,3968,1390,115,-39
4503,6569,2247,4150,2419,353,-323
3822,4740,1431,3756,984,66,90
4446,6277,2087,4206,2071,240,-250
4208,5526,1746,4068,1458,140,-62
4166,5493,1742,4018,1475,148,-39
2859,3220,898,2848,372,11,290
4225,8318,4074,340,7978,3885,-19
4338,6104,2030,4088,2016,250,-186
4453,6378,2155,4136,2242,317,-244
494,497,125,494,3,0,117
4521,6991,2507,3954,3037,567,-401
4486,7528,2890,3496,4032,990,-468
4430,7839,3188,2926,4913,1504,-453
4360,8096,3460,2352,5744,2008,-416
3864,4796,1445,3812,984,52,86
4540,6801,2382,4074,2727,466,-363
2438,2725,755,2430,295,8,294
4522,7339,2734,3742,3597,780,-453
4375,8032,3380,2544,5488,1831,-442
4454,7906,3192,3044,4862,1410,-503
4248,5633,1792,4098,1535,150,-95
4410,6187,2048,4182,2005,228,-234
4399,7908,3234,2880,5028,1519,-474
3707,4574,1377,3640,934,67,152
4266,8267,3809,1298,6969,2968,-233
3646,4448,1323,3604,844,42,130
3086,3583,1023,3074,509,12,262
4380,8021,3382,2514,5507,1866,-420
4491,6970,2494,3964,3006,527,-413
4509,6564,2248,4136,2428,373,-298
4435,6341,2134,4146,2195,289,-250
20,20,5,20,0,0,5
2640,2961,822,2634,327,6,288
4465,6390,2159,4144,2246,321,-273
4297,8170,3623,1848,6322,2449,-328
4407,7913,3260,2786,5127,1621,-449
4298,8179,3641,1794,6385,2504,-318
4463,6559,2257,4090,2469,373,-298
4310,8178,3614,1900,6278,2410,-343
4493,7673,2986,3402,4271,1091,-508
4459,7822,3147,3056,4766,1403,-474
4256,5640,1790,4120,1520,136,-94
4542,7171,2613,3890,3281,652,-447
3247,3800,1091,3236,564,11,233
3196,3749,1080,3178,571,18,240
4514,6506,2203,4200,2306,314,-289
4476,7645,2993,3318,4327,1158,-468
3726,4603,1382,3678,925,48,106
4532,7314,2718,3756,3558,776,-453
4498,7176,2632,3824,3352,674,-429
4451,6585,2280,4050,2535,401,-295
4391,6098,2013,4144,1954,247,-198
4513,6461,2188,4170,2291,343,-288
2633,2913,800,2626,287,7,323
3845,4772,1440,3784,988,61,83
4418,6214,2072,4140,2074,278,-222
1336,1410,371,1336,74,0,231
2203,2401,651,2198,203,5,309
4215,5715,1844,4054,1661,161,-85
4264,8234,3739,1512,6722,2752,-273
4277,5697,1817,4126,1571,151,-112
4049,5316,1675,3932,1384,117,-15
2857,3228,903,2844,384,13,281
3834,4843,1483,3754,1089,80,73
4523,6925,2465,3990,2935,533,-391
4437,7946,3266,2828,5118,1609,-472
4543,6800,2374,4104,2696,439,-362
4457,7877,3180,3034,4843,1423,-490
4374,7952,3311,2660,5292,1714,-437
710,735,190,710,25,0,148
2725,3083,863,2714,369,11,282
3726,4568,1363,3684,884,42,125
1408,1476,386,1408,68,0,254
3848,4763,1435,3786,977,62,94
482,491,125,482,9,0,106
4284,8224,3713,1596,6628,2688,-288
4505,7628,2956,3432,4196,1073,-499
4082,5337,1677,3966,1371,116,-21
4181,5452,1709,4068,1384,113,-51
2296,2511,682,2294,217,2,314
4487,6572,2253,4132,2440,355,-327
3594,4315,1269,3554,761,40,177
4118,5401,1703,3990,1411,128,-46
4441,7905,3221,2926,4979,1515,-471
4591,7044,2513,4036,3008,555,-417
4227,8317,4044,458,7859,3769,-48
4541,7188,2624,3880,3308,661,-446
4500,7466,2839,3576,3890,924,-475
3957,5118,1595,3856,1262,101,19
4508,6651,2303,4090,2561,418,-329
4394,7922,3272,2756,5166,1638,-444
4492,6883,2442,3998,2885,494,-378
3912,4798,1432,3868,930,44,79
4463,7822,3127,3136,4686,1327,-487
1060,1100,285,1060,40,0,221
4451,6440,2190,4120,2320,331,-273
4478,7498,2869,3520,3978,958,-474
4276,5794,1872,4100,1694,176,-103
4501,6736,2351,4068,2668,433,-327
924,952,245,924,28,0,193
3903,4939,1516,3814,1125,89,61
4340,6098,2027,4088,2010,252,-189
4532,6823,2398,4054,2769,478,-368
2602,2930,817,2592,338,10,323
4313,8161,3577,2014,6147,2299,-364
4065,5270,1646,3956,1314,109,-17
4346,8040,3425,2380,5660,1966,-406
4180,5575,1776,4046,1529,134,-76
4529,7236,2668,3800,3436,729,-426
4238,8295,3908,958,7337,3280,-164
4545,7291,2702,3774,3517,771,-453
4228,8316,4035,492,7824,3736,-56
618,629,160,618,11,0,137
4397,6176,2043,4180,1996,217,-219
4501,7364,2766,3664,3700,837,-452
4471,6366,2137,4184,2182,287,-278
4552,6856,2405,4092,2764,460,-378
3471,4172,1226,3440,732,31,204
3983,5061,1553,3910,1151,73,11
4280,8227,3717,1586,6641,2694,-287
4361,5963,1940,4166,1797,195,-178
4373,8016,3374,2536,5480,1837,-435
4604,6999,2471,4114,2885,490,-416
4073,5279,1649,3962,1317,111,-11
4409,7995,3317,2722,5273,1687,-465
4393,8026,3362,2604,5422,1789,-448
4227,8309,4017,550,7759,3677,-67
4369,6034,1977,4160,1874,209,-196
4336,8131,3527,2154,5977,2182,-385
4489,7398,2800,3596,3802,893,-444
3537,4215,1229,3514,701,23,174
4172,5518,1751,4032,1486,140,-66
4489,6534,2242,4100,2434,389,-292
4346,5893,1902,4178,1715,168,-157
4556,7364,2730,3808,3556,748,-479
4542,6789,2369,4102,2687,440,-358
4419,6185,2050,4170,2015,249,-208
4566,7392,2765,3724,3668,842,-477
4512,7303,2718,3734,3569,778,-442
4283,8219,3706,1614,6605,2669,-291
1366,1431,374,1366,65,0,258
4555,6789,2370,4098,2691,457,-371
3156,3640,1035,3140,500,16,264
4421,6338,2131,4152,2186,269,-239
4392,6207,2069,4138,2069,254,-222
4206,5411,1678,4110,1301,96,-14
3174,3729,1078,3146,583,28,241
1342,1409,369,1342,67,0,256
772,786,200,772,14,0,171
4478,6263,2071,4242,2021,236,-240
4306,8174,3616,1884,6290,2422,-335
4247,8283,3856,1142,7141,3105,-203
4231,8305,3979,694,7611,3537,-102
4225,5514,1731,4104,1410,121,-53
3889,4943,1524,3790,1153,99,67
4441,7760,3082,3192,4568,1249,-478
4557,7468,2825,3636,3832,921,-480
3690,4510,1347,3632,878,58,117
4525,7465,2822,3642,3823,883,-486
4508,6637,2295,4094,2543,414,-313
4528,6818,2391,4072,2746,456,-356
3297,3929,1147,3270,659,27,211
4513,7261,2683,3790,3471,723,-442
4266,5650,1791,4136,1514,130,-100
4263,8230,3756,1436,6794,2827,-250
4323,8156,3612,1864,6292,2459,-325
4540,7420,2784,3704,3716,836,-482
4522,7006,2524,3916,3090,606,-388
4082,5215,1610,3990,1225,92,25
4481,6355,2126,4206,2149,275,-291
3156,3647,1038,3142,505,14,254
4223,5640,1810,4040,1600,183,-62
4468,6457,2188,4162,2295,306,-275
4507,7160,2631,3796,3364,711,-418
4505,7662,2976,3420,4242,1085,-493
4387,7963,3316,2662,5301,1725,-443
4226,8313,4022,538,7775,3688,-67
4460,7864,3161,3084,4780,1376,-494
4547,6699,2313,4146,2553,401,-363
4504,6555,2240,4150,2405,354,-300
4448,6444,2203,4076,2368,372,-278
4474,6556,2257,4084,2472,390,-307
4509,7188,2639,3820,3368,689,-442
4159,5444,1714,4032,1412,127,-46
4387,6024,1966,4184,1840,203,-178
4491,6674,2313,4096,2578,395,-342
4310,8180,3617,1892,6288,2418,-343
972,1006,260,972,34,0,190
4243,8281,3843,1190,7091,3053,-215
4486,6332,2115,4204,2128,282,-246
4440,6284,2103,4156,2128,284,-241
1060,1102,286,1060,42,0,214
4418,6355,2155,4090,2265,328,-250
4238,5631,1794,4086,1545,152,-87
4160,5369,1672,4050,1319,110,-23
4328,5786,1851,4168,1618,160,-129
4540,7430,2793,3688,3742,852,-486
4023,5099,1565,3938,1161,85,22
4518,7109,2578,3906,3203,612,-421
4550,7412,2782,3696,3716,854,-456
4404,6214,2073,4136,2078,268,-224
4120,5440,1730,3960,1480,160,-40
4473,6240,2061,4236,2004,237,-243
4144,5534,1766,4004,1530,140,-40
2528,2809,773,2526,283,2,306
1196,1236,319,1196,40,0,242
4520,7466,2838,3580,3886,940,-463
4226,8319,4079,322,7997,3904,-15
4270,8245,3740,1530,6715,2740,-281
4497,6843,2420,4006,2837,491,-364
4378,8032,3371,2580,5452,1798,-446
4498,6573,2264,4090,2483,408,-291
3775,4671,1409,3706,965,69,98
3972,5096,1579,3876,1220,96,17
4177,5480,1736,4016,1464,161,-52
4499,6731,2351,4058,2673,441,-333
3635,4465,1336,3586,879,49,136
1800,1916,508,1800,116,0,292
4122,5276,1630,4032,1244,90,-13
4429,7852,3173,3012,4840,1417,-474
4510,7482,2835,3624,3858,886,-475
4516,7313,2741,3662,3651,854,-425
2075,2235,599,2074,161,1,306
3979,4946,1495,3912,1034,67,76
4413,6216,2065,4172,2044,241,-231
4381,8085,3443,2398,5687,1983,-428
4532,7134,2596,3884,3250,648,-415
4324,5892,1906,4160,1732,164,-167
4518,7567,2900,3534,4033,984,-492
3867,4903,1506,3782,1121,85,49
4234,8304,3971,724,7580,3510,-108
4325,5898,1915,4136,1762,189,-132
4232,8305,3956,786,7519,3446,-125
4514,6802,2396,4020,2782,494,-351
4437,7910,3226,2916,4994,1521,-480
4338,8078,3473,2264,5814,2074,-392
4282,5771,1861,4098,1673,184,-126
4356,8056,3422,2424,5632,1932,-416
3266,3809,1093,3246,563,20,260
3330,3882,1113,3312,570,18,236
4023,5211,1622,3934,1277,89,9
4087,5249,1627,3990,1259,97,-10
4419,7930,3242,2892,5038,1527,-479
3320,3886,1121,3288,598,32,244
4469,6216,2048,4240,1976,229,-249
4391,6097,2012,4146,1951,245,-214
4055,5173,1597,3958,1215,97,0
364,366,92,364,2,0,89
4507,6675,2304,4134,2541,373,-326
928,956,246,928,28,0,192
4451,7646,3003,3280,4366,1171,-472
2822,3202,897,2816,386,6,279
4503,7161,2642,3754,3407,749,-400
4500,6301,2086,4258,2043,242,-242
4573,7100,2553,3988,3112,585,-427
4366,6017,1971,4150,1867,216,-175
4351,8090,3472,2292,5798,2059,-401
112,112,28,112,0,0,27
4118,5426,1713,4000,1426,118,-33
3721,4627,1398,3662,965,59,105
4513,7705,3020,3330,4375,1183,-503
4387,6209,2075,4118,2091,269,-217
4139,5406,1696,4028,1378,111,-28
4601,7075,2522,4062,3013,539,-445
3963,5028,1542,3888,1140,75,20
4440,6279,2091,4194,2085,246,-238
4315,5835,1884,4134,1701,181,-141
4487,7623,2974,3350,4273,1137,-474
4500,7683,2983,3434,4249,1066,-508
2799,3131,867,2794,337,5,305
